PING 10.128.0.27 (10.128.0.27) 56(84) bytes of data.
64 bytes from 10.128.0.27: icmp_seq=274 ttl=64 time=0.258 ms
64 bytes from 10.128.0.27: icmp_seq=275 ttl=64 time=0.268 ms
64 bytes from 10.128.0.27: icmp_seq=276 ttl=64 time=0.250 ms
64 bytes from 10.128.0.27: icmp_seq=277 ttl=64 time=0.330 ms
64 bytes from 10.128.0.27: icmp_seq=278 ttl=64 time=0.258 ms
64 bytes from 10.128.0.27: icmp_seq=279 ttl=64 time=0.251 ms
64 bytes from 10.128.0.27: icmp_seq=280 ttl=64 time=0.256 ms
64 bytes from 10.128.0.27: icmp_seq=281 ttl=64 time=0.180 ms
64 bytes from 10.128.0.27: icmp_seq=282 ttl=64 time=0.328 ms
64 bytes from 10.128.0.27: icmp_seq=283 ttl=64 time=0.258 ms
64 bytes from 10.128.0.27: icmp_seq=284 ttl=64 time=0.188 ms
64 bytes from 10.128.0.27: icmp_seq=285 ttl=64 time=0.186 ms
64 bytes from 10.128.0.27: icmp_seq=286 ttl=64 time=0.320 ms
64 bytes from 10.128.0.27: icmp_seq=287 ttl=64 time=0.376 ms
64 bytes from 10.128.0.27: icmp_seq=288 ttl=64 time=0.207 ms
64 bytes from 10.128.0.27: icmp_seq=289 ttl=64 time=0.248 ms
64 bytes from 10.128.0.27: icmp_seq=290 ttl=64 time=0.230 ms
64 bytes from 10.128.0.27: icmp_seq=291 ttl=64 time=0.268 ms
64 bytes from 10.128.0.27: icmp_seq=292 ttl=64 time=0.361 ms
64 bytes from 10.128.0.27: icmp_seq=293 ttl=64 time=0.328 ms
64 bytes from 10.128.0.27: icmp_seq=294 ttl=64 time=0.196 ms
64 bytes from 10.128.0.27: icmp_seq=295 ttl=64 time=0.318 ms

--- 10.128.0.27 ping statistics ---
295 packets transmitted, 295 received, 0% packet loss, time 59971ms
rtt min/avg/max/mdev = 0.156/0.268/1.406/0.090 ms
